unique_id,injury_address,death_city,state,death_zip,death_county,full_address,latitude,longitude
22610,Lamar Ave & E Shelby Dr,Memphis,TN,38118.0,Shelby,Lamar Ave & E Shelby Dr Memphis TN 38118 Shelby,35.0205432,-89.8980502
22611,Lamar Ave & E Shelby Dr,Memphis,TN,38118.0,Shelby,Lamar Ave & E Shelby Dr Memphis TN 38118 Shelby,35.0205432,-89.8980502
3,1900 block W Reynolds St,Pontiac,IL,61764.0,Livingston,1900 block W Reynolds St Pontiac IL 61764 Livingston,40.8736874,-88.6428061
4,,Dothan,AL,,Houston,Dothan AL Houston,31.2232313,-85.3904888
6,1700 block North York Avenue,York,NE,68467.0,York,1700 block North York Avenue York NE 68467 York,40.8768273,-97.5958161
8,3400 block Gray Street,Muscoy,CA,92407.0,San Bernardino,3400 block Gray Street Muscoy CA 92407 San Bernardino,34.1579411,-117.3616521
22260,I-64& I-264,Virginia Beach,VA,23462.0,Virginia Beach City,I-64 & I-264 Virginia Beach VA 23462 Virginia Beach City,36.8457224,-76.1733016
20792,16000 block Stephens Rd.,Eastpointe,MI,48021.0,Macomb,16000 block Stephens Rd. Eastpointe MI 48021 Macomb,42.4721718,-82.9569336
7,Mulberry Church Rd & I-85,Charlotte,NC,28208.0,Mecklenburg,Mulberry Church Rd & I-85 Charlotte NC 28208 Mecklenburg,35.2390502,-80.9183189
10,9600 block Cheddar Street,Downey,CA,90242.0,Los Angeles,9600 block Cheddar Street Downey CA 90242 Los Angeles,33.9156779,-118.1250809
9,Walters Road,Lucasville,OH,45648.0,Scioto,Walters Road Lucasville OH 45648 Scioto,38.9106485,-82.92493
22241,9400 block Atlee Station Road,Mechanicsville,VA,23116.0,Hanover,9400 block Atlee Station Road Mechanicsville VA 23116 Hanover,37.663599,-77.4102848
22242,2800 block Kings Creek Road,Hayes,VA,23072.0,Gloucester,2800 block Kings Creek Road Hayes VA 23072 Gloucester,37.2877287,-76.4368243
22243,2800 block Kings Creek Road,Hayes,VA,23072.0,Gloucester,2800 block Kings Creek Road Hayes VA 23072 Gloucester,37.2877287,-76.4368243
12,1700 South and 700 East,Salt Lake City,UT,84105.0,Salt Lake,1700 South and 700 East Salt Lake City UT 84105 Salt Lake,40.7335115,-111.8712754
11,Skidaway Rd & E Montgomery Cross Rd,Savannah,GA,31406.0,Chatham,Skidaway Rd & E Montgomery Cross Rd Savannah GA 31406 Chatham,31.98979,-81.076158
13,23600 block Suncrest Avenue,Moreno Valley,CA,92553.0,Riverside,23600 block Suncrest Avenue Moreno Valley CA 92553 Riverside,33.9250804,-117.2497956
25755,US-21 and Old Wire Road,West Columbia,SC,29172.0,Lexington,US-21 and Old Wire Road West Columbia SC 29172 Lexington,33.8865613,-81.0512613
19347,2500 block South 68th St.,Philadelphia,PA,19142.0,Philadelphia,2500 block South 68th St. Philadelphia PA 19142 Philadelphia,39.919103,-75.234483
14,City Ave & Bala Ave,Bala Cynwyd,PA,19131.0,Philadelphia,City Ave & Bala Ave Bala Cynwyd PA 19131 Philadelphia,40.0001546,-75.2287372
19348,Leechburg Road,Penn Hills,PA,15235.0,Allegheny,Leechburg Road Penn Hills PA 15235 Allegheny,40.4897123,-79.7954856
25756,East Commercial Boulevard and North Dixie Highway,Oakland Park,FL,33334.0,Broward,East Commercial Boulevard and North Dixie Highway Oakland Park FL 33334 Broward,26.1888199,-80.1338411
15,2002 E 131st Ave,Tampa,FL,33612.0,Hillsborough,2002 E 131st Ave Tampa FL 33612 Hillsborough,28.0660332,-82.4361586
16,Midwest Boulevard,Midwest City,OK,73110.0,Oklahoma,Midwest Boulevard Midwest City OK 73110 Oklahoma,35.4496763,-97.3884482
17,1500 block Maple Drive,Garland,TX,75042.0,Dallas,1500 block Maple Drive Garland TX 75042 Dallas,32.9187447,-96.6522267
21360,Lexington Avenue and East First Street,Clifton,NJ,7011.0,Passaic,Lexington Avenue and East First Street Clifton NJ 07011 Passaic,40.8927647,-74.1319391
21446,800 block W. Lexington St.,Baltimore,MD,21201.0,Baltimore City,800 block W. Lexington St. Baltimore MD 21201 Baltimore City,39.2912393,-76.6307632
18,Ridgewood Rd & E Northside Dr,Jackson,MS,39211.0,Hinds,Ridgewood Rd & E Northside Dr Jackson MS 39211 Hinds,32.3557899,-90.1419362
19,2450 Grand Avenue,Phoenix,AZ,85009.0,Maricopa,2450 Grand Avenue Phoenix AZ 85009 Maricopa,33.476923,-112.111356
20,1700 McHenry Ave.,Modesto,CA,95350.0,Stanislaus,1700 McHenry Ave. Modesto CA 95350 Stanislaus,37.6686407,-120.9916252
21,I-70,Colby,KS,67701.0,Thomas,I-70 Colby KS 67701 Thomas,39.3649589,-101.0524
28738,"36.155019, -109.561223 Navajo Route 7",Chinle,AZ,86503.0,Apache,"36.155019, -109.561223 Navajo Route 7 Chinle AZ 86503 Apache",36.123495,-109.4847788
28739,"36.155019, -109.561223 Navajo Route 7",Chinle,AZ,86503.0,Apache,"36.155019, -109.561223 Navajo Route 7 Chinle AZ 86503 Apache",36.123495,-109.4847788
22,La Loma Drive,North Tustin,CA,92705.0,Orange,La Loma Drive North Tustin CA 92705 Orange,33.7599836,-117.7923329
22244,200 block Carleigh Court,Richmond,VA,23227.0,Henrico,200 block Carleigh Court Richmond VA 23227 Henrico,37.6056675,-77.4267315
19349,Broad Run Road and Lieds,West Bradford Township,PA,19380.0,Chester,Broad Run Road and Lieds West Bradford Township PA 19380 Chester,39.9516357,-75.7251677
25,25-55 32nd Street,Astoria,NY,11102.0,Queens,25-55 32nd Street Astoria NY 11102 Queens,40.7684716,-73.9184722
23,395 E. Second St.,Reno,NV,89501.0,Washoe,395 E. Second St. Reno NV 89501 Washoe,39.5277048,-119.8074243
24,I-80 and Richards St.,Joliet,IL,60433.0,Will,I-80 and Richards St. Joliet IL 60433 Will,41.5138667,-88.0727955
26,Mt. Zion Road,Atlanta,GA,30354.0,Fulton,Mt. Zion Road Atlanta GA 30354 Fulton,33.6727766,-84.385959
27,E Bell Rd & N 40th St,Phoenix,AZ,85032.0,Maricopa,E Bell Rd & N 40th St Phoenix AZ 85032 Maricopa,33.6407755,-111.9961723
25757,E. 147th St. and Aspinwall Ave.,Cleveland,OH,44110.0,Cuyahoga,E. 147th St. and Aspinwall Ave. Cleveland OH 44110 Cuyahoga,41.55794,-81.579288
29,Upper Sumner Hill Road,Sumner,ME,4292.0,Oxford,Upper Sumner Hill Road Sumner ME 04292 Oxford,44.3660924,-70.4222002
28,4700 block NW Gleason Rd.,Kansas City,MO,64151.0,Platte,4700 block NW Gleason Rd. Kansas City MO 64151 Platte,39.2210388,-94.634497
30,Alcoa Rd & I-30 Frontage Rd,Benton,AR,72019.0,Saline,Alcoa Rd & I-30 Frontage Rd Benton AR 72019 Saline,34.6066939,-92.5340676
31,1106 W. Bell Road,Phoenix,AZ,85023.0,Maricopa,1106 W. Bell Road Phoenix AZ 85023 Maricopa,33.641526,-112.089133
25758,2104-1962 MA-138,Raynham,MA,2767.0,Bristol,2104-1962 MA-138 Raynham MA 02767 Bristol,41.98541,-71.0706608
25759,2104-1962 MA-138,Raynham,MA,2767.0,Bristol,2104-1962 MA-138 Raynham MA 02767 Bristol,41.98541,-71.0706608
19350,8500 block Williams Ave,Philadelphia,PA,19150.0,Philadelphia,8500 block Williams Ave Philadelphia PA 19150 Philadelphia,40.078127,-75.17747
32,1501 S. High St.,Columbus,OH,43207.0,Franklin,1501 S. High St. Columbus OH 43207 Franklin,39.9313393,-82.9958454
25760,Potranco Road and Culebra Road,San Antonio,TX,78251.0,Bexar,Potranco Road and Culebra Road San Antonio TX 78251 Bexar,29.4551552,-98.6340545
33,7001 San Mateo Blvd NE,Albuquerque,NM,87109.0,Bernalillo,7001 San Mateo Blvd NE Albuquerque NM 87109 Bernalillo,35.1527206,-106.5880844
34,89-229 Farrington Hwy,Waiʻanae,HI,96792.0,Honolulu,89-229 Farrington Hwy Waiʻanae HI 96792 Honolulu,21.378312,-158.143267
20793,Crescent Lake Rd. and Pontiac Lake Rd.,Waterford Township,MI,48328.0,Oakland,Crescent Lake Rd. and Pontiac Lake Rd. Waterford Township MI 48328 Oakland,42.6531091,-83.385851
38,2040 87th Ave.,Oakland,CA,94621.0,Alameda,2040 87th Ave. Oakland CA 94621 Alameda,37.7556261,-122.1674199
37,Bayview Avenue and Arlington Avenue,Jersey City,NJ,7305.0,Hudson,Bayview Avenue and Arlington Avenue Jersey City NJ 07305 Hudson,40.7036602,-74.0781321
35,1324 Jeffco Boulevard,Arnold,MO,63010.0,Jefferson,1324 Jeffco Boulevard Arnold MO 63010 Jefferson,38.4370563,-90.3738351
36,"270 Valley St,",Providence,RI,2909.0,Providence,"270 Valley St, Providence RI 02909 Providence",41.8242783,-71.4398076
39,507 W. Fonner Park Road,Grand Island,NE,68801.0,Hall,507 W. Fonner Park Road Grand Island NE 68801 Hall,40.9091366,-98.3440391
40,,Little,OK,74868.0,Seminole,Little OK 74868 Seminole,35.3481286,-96.6719618
42,7151 W. Indian School Road,Phoenix,AZ,85033.0,Maricopa,7151 W. Indian School Road Phoenix AZ 85033 Maricopa,33.4937769,-112.2139384
41,SR-94 and Federal Blvd,San Diego,CA,92114.0,San Diego,SR-94 and Federal Blvd San Diego CA 92114 San Diego,32.7266073,-117.0717535
43,E 8th Street and Palm Avenue,National City,CA,91950.0,San Diego,E 8th Street and Palm Avenue National City CA 91950 San Diego,32.680431,-117.090553
19352,Bustleton Ave and Hartel Ave,Philadelphia,PA,19152.0,Philadelphia,Bustleton Ave and Hartel Ave Philadelphia PA 19152 Philadelphia,40.0549579,-75.0539796
19353,Bustleton Ave and Hartel Ave,Philadelphia,PA,19152.0,Philadelphia,Bustleton Ave and Hartel Ave Philadelphia PA 19152 Philadelphia,40.0549579,-75.0539796
19351,463 Gilmore Road,New Castle,PA,16102.0,Lawrence,463 Gilmore Road New Castle PA 16102 Lawrence,40.943345,-80.400676
45,600 block Southeast 28th Avenue,Pompano Beach,FL,33062.0,Broward,600 block Southeast 28th Avenue Pompano Beach FL 33062 Broward,26.225515,-80.095812
44,E Broadway & Alamitos Ave,Long Beach,CA,90802.0,Los Angeles,E Broadway & Alamitos Ave Long Beach CA 90802 Los Angeles,33.7691442,-118.1820822
49,Powerline Road and Glades Road,Boca Raton,FL,33433.0,Palm Beach,Powerline Road and Glades Road Boca Raton FL 33433 Palm Beach,26.3686824,-80.1456363
25777,Appling Harlem Road & I-20,Harlem,GA,30814.0,Columbia,Appling Harlem Road & I-20 Harlem GA 30814 Columbia,33.496258,-82.315332
48,12269 Dix Toledo Road,Southgate,MI,48195.0,Wayne,12269 Dix Toledo Road Southgate MI 48195 Wayne,42.2136814,-83.1938669
47,12269 Dix Toledo Road,Southgate,MI,48195.0,Wayne,12269 Dix Toledo Road Southgate MI 48195 Wayne,42.2136461,-83.1940987
46,Sealcrest Road,Picayune,MS,39466.0,Pearl River,Sealcrest Road Picayune MS 39466 Pearl River,30.5393138,-89.7195706
51,2538 Wabash Ave.,Los Angeles,CA,90033.0,Los Angeles,2538 Wabash Ave. Los Angeles CA 90033 Los Angeles,34.0514934,-118.2008155
50,302 Sandra St.,Kingston,IL,60145.0,DeKalb,302 Sandra St. Kingston IL 60145 DeKalb,42.097677,-88.752031
19496,63 North 14th Street,Harrisburg,PA,17103.0,Dauphin,63 North 14th Street Harrisburg PA 17103 Dauphin,40.2677739,-76.869852
56,900 block Seventh St.,Laurel,MD,20707.0,Prince George's,900 block Seventh St. Laurel MD 20707 Prince George's,39.0995847,-76.857108
55,161 Anderson Lane,Franklin,LA,70538.0,St. Mary,161 Anderson Lane Franklin LA 70538 St. Mary,29.792769,-91.5073084
57,Cherokee Avenue and Wightman Street,San Diego,CA,92104.0,San Diego,Cherokee Avenue and Wightman Street San Diego CA 92104 San Diego,32.747865,-117.1143741
52,91-210 Keonekapu Place,Ewa Beach,HI,96706.0,Honolulu,91-210 Keonekapu Place Ewa Beach HI 96706 Honolulu,21.338593,-158.0217318
53,91-210 Keonekapu Place,Ewa Beach,HI,96706.0,Honolulu,91-210 Keonekapu Place Ewa Beach HI 96706 Honolulu,21.338593,-158.0217318
54,US 69 & US 160,Pittsburg,KS,66762.0,Crawford,US 69 & US 160 Pittsburg KS 66762 Crawford,37.4404216,-94.7061994
58,4500 99 Frontage Rd,Stockton,CA,95215.0,San Joaquin,4500 99 Frontage Rd Stockton CA 95215 San Joaquin,37.9118938,-121.2247012
21445,1600 block Federal St.,Baltimore,MD,21213.0,Baltimore City,1600 block Federal St. Baltimore MD 21213 Baltimore City,39.3086417,-76.5963908
59,109-12 133rd St.,Queens,NY,11420.0,Queens,109-12 133rd St. Queens NY 11420 Queens,40.685478,-73.810898
60,6529 Aberdeen Lane,Las Vegas,NV,89115.0,Clark,6529 Aberdeen Lane Las Vegas NV 89115 Clark,36.175923,-115.2371049
61,10535 Hospital Way,Mather,CA,95655.0,Sacramento,10535 Hospital Way Mather CA 95655 Sacramento,38.572804,-121.2951513
28741,319 W San Antonio St,Marion,TX,78124.0,Guadalupe,319 W San Antonio St Marion TX 78124 Guadalupe,29.5703769,-98.1446737
28742,319 W San Antonio St,Marion,TX,78124.0,Guadalupe,319 W San Antonio St Marion TX 78124 Guadalupe,29.5703769,-98.1446737
28740,3885-3701 Co Rd 1224,Vinemont,AL,35179.0,Cullman,3885-3701 Co Rd 1224 Vinemont AL 35179 Cullman,34.289017,-86.9486881
62,13000 block Tejon Street,Westminster,CO,80234.0,Adams,13000 block Tejon Street Westminster CO 80234 Adams,39.9363052,-105.0113116
25778,W 72nd Avenue and Federal Boulevard,Westminster,CO,80003.0,Jefferson,W 72nd Avenue and Federal Boulevard Westminster CO 80003 Jefferson,39.8272871,-105.0248411
63,9417 Beverly Road,Pico Rivera,CA,90660.0,Los Angeles,9417 Beverly Road Pico Rivera CA 90660 Los Angeles,34.0053546,-118.0740818
66,560 Wooten Road,Colorado Springs,CO,80915.0,El Paso,560 Wooten Road Colorado Springs CO 80915 El Paso,38.8411212,-104.7387451
64,1120 E Florida Ave.,Hemet,CA,92543.0,Riverside,1120 E Florida Ave. Hemet CA 92543 Riverside,33.747926,-116.9599159
65,Minnesota 100 and John Martin Drive,Brooklyn Center,MN,55430.0,Hennepin,Minnesota 100 and John Martin Drive Brooklyn Center MN 55430 Hennepin,45.0634651,-93.3018704
68,3805 Midway Dr.,San Diego,CA,92110.0,San Diego,3805 Midway Dr. San Diego CA 92110 San Diego,32.7539193,-117.2180373
67,4114 Briggs Ave.,Montrose,CA,91020.0,Los Angeles,4114 Briggs Ave. Montrose CA 91020 Los Angeles,34.211594,-118.2316188
69,Michigan Street and Locust Street,Toledo,OH,43604.0,Lucas,Michigan Street and Locust Street Toledo OH 43604 Lucas,41.66104,-83.531252
25779,East 115th Avenue and Brighton Road,Commerce City,CO,80640.0,Adams,East 115th Avenue and Brighton Road Commerce City CO 80640 Adams,39.905848,-104.8489863
70,1015 E Steve Owens Blvd,Miami,OK,74354.0,Ottawa,1015 E Steve Owens Blvd Miami OK 74354 Ottawa,36.8713337,-94.8680991
71,3636 S Figueroa St.,Los Angeles,CA,90007.0,Los Angeles,3636 S Figueroa St. Los Angeles CA 90007 Los Angeles,34.018269,-118.2822523
21361,528 Mill Rd,Irvington,NJ,7111.0,Essex,528 Mill Rd Irvington NJ 07111 Essex,40.7111924,-74.2434547
19354,D St & E Loudon St,Philadelphia,PA,19120.0,Philadelphia,D St & E Loudon St Philadelphia PA 19120 Philadelphia,40.0221093,-75.1161
72,3213 SW Washington St.,Peoria,IL,61602.0,Peoria,3213 SW Washington St. Peoria IL 61602 Peoria,40.6678538,-89.6239771
73,Ninth Street and Chestnut Avenue,Kansas City,MO,64124.0,Jackson,Ninth Street and Chestnut Avenue Kansas City MO 64124 Jackson,39.1023961,-94.5484488
75,6543 Hogue St,Houston,TX,77087.0,Harris,6543 Hogue St Houston TX 77087 Harris,29.6683153,-95.3122362
74,,Meridian,MS,,Lauderdale,Meridian MS Lauderdale,32.3643098,-88.703656
20794,200 block West Clinton Street,Augusta,MI,49012.0,Kalamazoo,200 block West Clinton Street Augusta MI 49012 Kalamazoo,42.3344928,-85.3530455
76,Morton Street and Northeast Jefferson Avenue,Peoria,IL,61603.0,Peoria,Morton Street and Northeast Jefferson Avenue Peoria IL 61603 Peoria,40.7004723,-89.5784693
77,9825 U4 Rd,Hoyt,KS,66440.0,Jackson,9825 U4 Rd Hoyt KS 66440 Jackson,39.2235536,-95.6544751
78,733 Washington Blvd.,Montebello,CA,90640.0,Los Angeles,733 Washington Blvd. Montebello CA 90640 Los Angeles,33.9934303,-118.116267
79,3300 block W Sierra Avenue,Fresno,CA,93711.0,Fresno,3300 block W Sierra Avenue Fresno CA 93711 Fresno,36.8299658,-119.8511558
25780,1000 block N. Farmersville Blvd,Farmersville,CA,93223.0,Tulare,1000 block N. Farmersville Blvd Farmersville CA 93223 Tulare,36.3065702,-119.2061427
81,,Healdsburg,CA,95448.0,Sonoma,Healdsburg CA 95448 Sonoma,38.6104658,-122.8691609
82,25700 block View Pointe Drive,Lake Forest,CA,92630.0,Orange,25700 block View Pointe Drive Lake Forest CA 92630 Orange,33.639381,-117.6796065
80,1108 Coleman St.,Atlanta,GA,30310.0,Fulton,1108 Coleman St. Atlanta GA 30310 Fulton,33.7246463,-84.4038462
83,Gentile Street and Fairfield Road,Layton,UT,84041.0,Davis,Gentile Street and Fairfield Road Layton UT 84041 Davis,41.0616031,-111.9453025
84,847 NE 120 Street,Miami,FL,33161.0,Miami-Dade,847 NE 120 Street Miami FL 33161 Miami-Dade,25.8859021,-80.1820571
85,701 A Street,San Diego,CA,92101.0,San Diego,701 A Street San Diego CA 92101 San Diego,32.7186511,-117.1578753
86,4200 block Cote Brilliante Avenue,St. Louis,MO,63113.0,St. Louis City,4200 block Cote Brilliante Avenue St. Louis MO 63113 St. Louis City,38.6560148,-90.2396068
87,Cleveland Street and S Missouri Avenue,Clearwater,FL,33756.0,Pinellas,Cleveland Street and S Missouri Avenue Clearwater FL 33756 Pinellas,27.9655835,-82.7876565
88,Janice Dr & Yates Rd,College Park,GA,30337.0,Fulton,Janice Dr & Yates Rd College Park GA 30337 Fulton,33.6424331,-84.4859979
22609,3794 Bear Creek Road,Thompson's Station,TN,37179.0,Williamson,3794 Bear Creek Road Thompson's Station TN 37179 Williamson,35.8467391,-87.0081412
19342,1700 block Landmark Court,Forest Hill,MD,21050.0,Harford,1700 block Landmark Court Forest Hill MD 21050 Harford,39.562075,-76.373452
20795,Hayes St. and Lappin St.,Detroit,MI,48205.0,Wayne,Hayes St. and Lappin St. Detroit MI 48205 Wayne,42.4371963,-82.965544
20796,Hayes St. and Lappin St.,Detroit,MI,48205.0,Wayne,Hayes St. and Lappin St. Detroit MI 48205 Wayne,42.4371963,-82.965544
25781,"39.799850, -86.275052 I-465 & Crawfordsville Road",Indianapolis,IN,46224.0,Marion,"39.799850, -86.275052 I-465 & Crawfordsville Road Indianapolis IN 46224 Marion",39.7926014,-86.2730021
20797,Grand River Ave.,Detroit,MI,,Wayne,Grand River Ave. Detroit MI Wayne,42.381666,-83.1710703
89,825 S. Crocker St.,Los Angeles,CA,90021.0,Los Angeles,825 S. Crocker St. Los Angeles CA 90021 Los Angeles,34.0370853,-118.248733
25782,Penn Avenue and Limecrest Street,Wilkinsburg,PA,15221.0,Allegheny,Penn Avenue and Limecrest Street Wilkinsburg PA 15221 Allegheny,40.4447625,-79.8609078
90,1200 block Purcell Road,Pagedale,MO,63133.0,St. Louis,1200 block Purcell Road Pagedale MO 63133 St. Louis,38.6731874,-90.3122513
92,888 Higate Drive,Daly City,CA,94015.0,San Mateo,888 Higate Drive Daly City CA 94015 San Mateo,37.6706214,-122.485172
91,3300 block S Eastern Ave,Oklahoma City,OK,73129.0,Oklahoma,3300 block S Eastern Ave Oklahoma City OK 73129 Oklahoma,35.4314766,-97.4769314
93,4510 S. Michigan Avenue,Chicago,IL,60653.0,Cook,4510 S. Michigan Avenue Chicago IL 60653 Cook,41.8126818,-87.622927
94,Black Mountain Road,San Diego,CA,92129.0,San Diego,Black Mountain Road San Diego CA 92129 San Diego,32.955881,-117.1298553
95,,Hiawatha,KS,66434.0,Brown,Hiawatha KS 66434 Brown,39.8525033,-95.5358156
98,1045 Boynton Avenue,Bronx,NY,10472.0,Bronx,1045 Boynton Avenue Bronx NY 10472 Bronx,40.825276,-73.877713
99,554 W. 149th St,New York City,NY,10031.0,New York,554 W. 149th St New York City NY 10031 New York,40.8284707,-73.9476522
96,72nd Street and Giles Road,La Vista,NE,68128.0,Sarpy,72nd Street and Giles Road La Vista NE 68128 Sarpy,41.1762668,-96.0235745
97,72nd Street and Giles Road,La Vista,NE,68128.0,Sarpy,72nd Street and Giles Road La Vista NE 68128 Sarpy,41.1762668,-96.0235745
21855,Melchior Drive North,Santa Claus,IN,47579.0,Spencer,Melchior Drive North Santa Claus IN 47579 Spencer,38.1127619,-86.9357947
100,201 Ballenger Road,Inman,SC,29349.0,Spartanburg,201 Ballenger Road Inman SC 29349 Spartanburg,35.047741,-82.106044
22608,1900 Belmont Blvd,Nashville,TN,37212.0,Davidson,1900 Belmont Blvd Nashville TN 37212 Davidson,36.1325006,-86.7938567
101,300 block Costa Mesa Drive,San Jose,CA,95111.0,Santa Clara,300 block Costa Mesa Drive San Jose CA 95111 Santa Clara,37.2818031,-121.8279775
28743,PA-764,Altoona,PA,16602.0,Blair,PA-764 Altoona PA 16602 Blair,40.5200848,-78.3787787
102,NE-11 and W Husker Hwy.,Wood River,NE,68883.0,Hall,NE-11 and W Husker Hwy. Wood River NE 68883 Hall,40.8878066,-98.6078656
22607,US-64 and Bell Grove Road,Oakland,TN,38060.0,Fayette,US-64 and Bell Grove Road Oakland TN 38060 Fayette,35.2283802,-89.5484146
103,9225 Long Point Rd,Houston,TX,77055.0,Harris,9225 Long Point Rd Houston TX 77055 Harris,29.7992955,-95.5172061
25783,Salter Path Rd,Salter Path,NC,28512.0,Carteret,Salter Path Rd Salter Path NC 28512 Carteret,34.6928579,-76.8386685
104,Highway 12,Santa Rosa,CA,95409.0,Sonoma,Highway 12 Santa Rosa CA 95409 Sonoma,38.4518593,-122.6191245
105,604 E. Oconee St.,Chesnee,SC,29323.0,Spartanburg,604 E. Oconee St. Chesnee SC 29323 Spartanburg,35.156905,-81.853404
25784,I-77 and Grant Ave,Cleveland,OH,44125.0,Cuyahoga,I-77 and Grant Ave Cleveland OH 44125 Cuyahoga,41.4388551,-81.6477803
25785,I-77 and Grant Ave,Cleveland,OH,44125.0,Cuyahoga,I-77 and Grant Ave Cleveland OH 44125 Cuyahoga,41.4388551,-81.6477803
25786,Tabor St & N Main St,Houston,TX,77009.0,Harris,Tabor St & N Main St Houston TX 77009 Harris,29.7938765,-95.3771195
108,9777 Via De La Amistad,San Diego,CA,92154.0,San Diego,9777 Via De La Amistad San Diego CA 92154 San Diego,32.5517528,-116.9358272
106,,Nicholls,GA,31554.0,Coffee,Nicholls GA 31554 Coffee,31.5174219,-82.6348602
107,233 Seventh Ave.,Pleasant Grove,AL,35127.0,Jefferson,233 Seventh Ave. Pleasant Grove AL 35127 Jefferson,33.50379,-86.973961
19355,251 Curry Hollow Rd,Pleasant Hills,PA,15236.0,Allegheny,251 Curry Hollow Rd Pleasant Hills PA 15236 Allegheny,40.336173,-79.9708675
109,4824 E. Sprague,Spokane,WA,99212.0,Spokane,4824 E. Sprague Spokane WA 99212 Spokane,47.6570362,-117.3392951
21960,1500 block Comer Avenue,Indianapolis,IN,46203.0,Marion,1500 block Comer Avenue Indianapolis IN 46203 Marion,39.7312302,-86.134528
28744,El Camino Real and Jackspar Dr.,Carlsbad,CA,92008.0,San Diego,El Camino Real and Jackspar Dr. Carlsbad CA 92008 San Diego,33.1466697,-117.2898951
111,200 Riverbluff Drive,St. Charles,MO,63301.0,St. Charles,200 Riverbluff Drive St. Charles MO 63301 St. Charles,38.7695936,-90.4899216
20092,,Siren,WI,54872.0,Burnett,Siren WI 54872 Burnett,45.7857818,-92.3810284
110,1960 Wentzville Pkwy,Wentzville,MO,63385.0,Lincoln,1960 Wentzville Pkwy Wentzville MO 63385 Lincoln,38.8144747,-90.8737874
25787,Co Rd 32,Greene,NY,13778.0,Chenango,Co Rd 32 Greene NY 13778 Chenango,42.322813,-75.772475
112,E Broad St & N High St.,Columbus,OH,43215.0,Franklin,E Broad St & N High St. Columbus OH 43215 Franklin,39.9622212,-83.0006428
113,Route 66 and Boardman Drive,Gallup,NM,87301.0,McKinley,Route 66 and Boardman Drive Gallup NM 87301 McKinley,35.5293676,-108.7090367
114,Route 66 and Boardman Drive,Gallup,NM,87301.0,McKinley,Route 66 and Boardman Drive Gallup NM 87301 McKinley,35.5293676,-108.7090367
115,Route 66 and Boardman Drive,Gallup,NM,87301.0,McKinley,Route 66 and Boardman Drive Gallup NM 87301 McKinley,35.5293676,-108.7090367
21444,5000 Ritchie Highway,Brooklyn Park,MD,21225.0,Anne Arundel,5000 Ritchie Highway Brooklyn Park MD 21225 Anne Arundel,39.224652,-76.613938
28745,McQueen Rd and Warner Rd,Chandler,AZ,85225.0,Maricopa,McQueen Rd and Warner Rd Chandler AZ 85225 Maricopa,33.3352866,-111.824389
117,Reading Road and Hale Avenue,Avondale,OH,45229.0,Hamilton,Reading Road and Hale Avenue Avondale OH 45229 Hamilton,39.1401874,-84.4936052
118,Truman Road and Poplar Avenue,Kansas City,MO,64127.0,Jackson,Truman Road and Poplar Avenue Kansas City MO 64127 Jackson,39.0941639,-94.5245676
